transaction_id,user_id,timestamp,amount,transaction_type,payment_method
"5466f64c-f1e4-4501-94fd-96b2e9867936","5073c2e7-8af0-46e5-83e0-279212236d09","2026-05-25T02:46:55.171Z",104362,"Utility Bill","USSD"
"3b8baeb3-da12-49af-a49c-0d2e3eda6eae","852860dc-a3dd-4642-bdbe-a351a4282674","2026-05-25T11:11:06.396Z",43226,"Betting Wallet Top-up","USSD"
"173d5ca2-e982-426c-97d5-2c7e6ffc03cb","ce9e63e1-232c-4acf-9fc4-ed827796fe76","2026-05-25T10:12:57.158Z",41834,"P2P Transfer","Cards"
"e865833f-ad31-48a2-9774-7cb68eb4304e","5302c0c6-7575-457c-b78b-3e9afe0fc77e","2026-05-25T03:44:58.028Z",19255,"Airtime","Cards"
"45033578-ef0c-4f05-938d-3f1420060428","c500876c-6d80-425c-ae1e-256b55c5407d","2026-05-25T10:23:19.930Z",69021,"Utility Bill","USSD"
"5288aa70-91d2-4855-ad7a-2f68fe296885","4996b3d6-5d0c-47ef-b307-4531271b4777","2026-05-24T23:27:46.474Z",106686,"Airtime","Bank Transfer"
"10f70699-6956-4a5d-8b26-ee2f0ee3b259","373a52f6-7210-4d2e-abd4-6b830c4279e9","2026-05-24T20:15:52.143Z",51528,"Betting Wallet Top-up","Bank Transfer"
"e4d3b569-f70e-4109-b6da-eb304755d96a","46cd90d0-3229-49e6-916e-dc0a3225472e","2026-05-25T15:01:21.082Z",109859,"Betting Wallet Top-up","Cards"
"b127e36c-b303-4e43-a248-2990662a747c","160005be-f0a9-442f-b443-5a8a28b0ee04","2026-05-24T22:46:39.110Z",83337,"Airtime","Cards"
"02e6eaef-b423-4784-b08f-171245bf8e47","eec8aeb3-0bd3-4565-a598-47edeac45b35","2026-05-25T07:41:35.430Z",46480,"Airtime","USSD"
"73477d6f-f68a-4075-90db-b2489d343529","6524c43e-7cd1-4e4d-8a9e-f0c802c1aae7","2026-05-25T07:21:59.731Z",68132,"Airtime","Cards"
"c5a850a9-5631-4361-94ed-9f6750aa097d","2381725d-03b5-4a0a-92f7-a28757654a2f","2026-05-24T20:05:13.148Z",41196,"Airtime","Cards"
"01fda13d-5f0a-4a84-804a-0de4284586cd","47a1b9e0-ceaa-469b-8b3a-9a9f925a5049","2026-05-25T05:51:04.836Z",61658,"Utility Bill","USSD"
"02e3100b-d49b-4f6a-84a2-5dc31118d418","6c9a7e55-9bfd-4bfd-b90b-1d52521717cc","2026-05-24T19:47:59.674Z",97659,"P2P Transfer","Cards"
"65d3f361-4cbd-4d8e-9f28-11b427cdcdad","03439974-8c33-41ca-a815-057932fdc1c4","2026-05-24T16:59:31.370Z",53388,"Airtime","USSD"
"04237edc-70bc-46ec-bbd2-339cc08e327d","bbe2094b-7f4c-4a21-8106-be6df31794cb","2026-05-24T22:44:28.170Z",20336,"Betting Wallet Top-up","Cards"
"c49e9473-a7e5-45a1-8631-1996b805d359","d08c0b21-70a8-42e1-a9ff-fa218e4ff1a3","2026-05-25T12:53:12.285Z",115888,"Utility Bill","Bank Transfer"
"a5693fa8-ddfb-47f0-b197-696d887b6f53","01641caa-c6c4-4561-8d4f-e13b09734f18","2026-05-24T16:11:34.177Z",46249,"Airtime","Bank Transfer"
"b9358056-9711-45d7-8cb7-2243f41bca11","c27685e4-ced2-4c90-956e-8d88d092d815","2026-05-25T05:53:00.167Z",88188,"Betting Wallet Top-up","Cards"
"3c35224b-f41c-4b19-a64b-d1877344e81e","1df65b95-c180-4e0f-a1f7-2c3f9538c9fe","2026-05-25T00:43:58.128Z",116444,"Betting Wallet Top-up","USSD"
"389ba21e-ada0-4175-b600-0ae9c93bc91e","81b7f4c3-a56d-420b-801a-653731c0bbe2","2026-05-24T23:49:37.079Z",124684,"Utility Bill","Bank Transfer"
"5f5b84ec-5cdd-44ff-bbd2-703ad28ead50","b171a9f3-6480-4737-993a-2bb4a68430e6","2026-05-24T17:17:02.136Z",137121,"Airtime","Cards"
"5e4801a6-e359-4e0c-b08c-1033e99e8e71","bc8d7d75-0c43-4a70-9559-c499f0953b04","2026-05-24T15:53:46.166Z",82947,"Utility Bill","Cards"
"e1349734-3c1a-4408-8d3e-f926c3f6d170","7e0544f6-20f9-4ca7-9eb1-9ecec598b77f","2026-05-24T21:30:35.798Z",6934,"Betting Wallet Top-up","Bank Transfer"
"281e6d63-40a5-4db7-8e1e-a2091d866d96","5c2e6d8d-4fb3-4445-828f-ebc1277aa6f3","2026-05-25T07:32:41.546Z",79931,"Airtime","Cards"
"e8db8a91-ec90-44ab-9f43-01b1fff469ca","c7073969-fea1-4c05-9160-173c600728ed","2026-05-24T16:28:11.959Z",110075,"Utility Bill","USSD"
"32d6d45e-72f7-479c-925a-8b18a9cbd218","f5c93bd1-1e59-4de0-a65e-93d3c53659a3","2026-05-24T15:56:40.203Z",136050,"P2P Transfer","Bank Transfer"
"b0b54a1e-38a1-4e72-88de-24f53ffa505e","822bd22c-9b7c-4e07-bd83-f88fa6ded969","2026-05-25T13:29:35.594Z",103281,"Utility Bill","Bank Transfer"
"3c1e03c4-e08d-4696-a708-878085e6cd4a","542c0ff7-b146-44f3-a0b7-70830f19658b","2026-05-25T01:04:40.405Z",107849,"Airtime","Bank Transfer"
"5ea83f3b-8974-4e69-829e-a75b115ef2ec","8c9d25bf-81ea-4b24-b932-48acad452d4c","2026-05-25T02:39:51.953Z",60683,"Airtime","Cards"
"3e348982-609e-4b86-b09a-aa0fd6d87c3e","0e1bc54f-76a4-4207-83a9-704f8ee48679","2026-05-25T09:00:50.183Z",53137,"Utility Bill","Cards"
"dec72cd5-0204-4ce7-b1f0-2167d953d30d","d6a6b06f-cec4-42cd-8024-b57a215fe8ab","2026-05-25T04:19:30.356Z",116099,"Airtime","USSD"
"c5d1e3ab-aab6-4b2a-9ef7-a5b804e6568c","e894c766-e476-49ea-ac94-8054454953ed","2026-05-25T04:37:40.696Z",149894,"Utility Bill","USSD"
"84439a17-d465-4898-88f6-74df4309111a","5cb3d490-50c2-4799-bc3e-d1cb764bc3ae","2026-05-25T07:40:51.325Z",18022,"Airtime","USSD"
"60ef44a0-ec54-4033-8169-50e66d2d1712","da345cf6-5053-45d8-acbc-e12f877674f8","2026-05-25T10:45:42.159Z",148721,"Betting Wallet Top-up","Bank Transfer"
"ebf85c13-18ea-48f2-998d-b592ffab5433","815fc5ab-449a-478d-a3f3-66067637bc0e","2026-05-25T08:10:47.735Z",17092,"Betting Wallet Top-up","Bank Transfer"
"4f64f313-b003-4da4-9518-d6a3bf98315e","d2111e9e-d175-42ac-9ebf-832e603992a8","2026-05-24T16:13:48.736Z",35074,"Betting Wallet Top-up","USSD"
"b4815725-f8ee-436d-a730-b51f5d450a5b","05ad2fbf-e7ab-4d16-9e31-cd47ca5f8e20","2026-05-24T16:19:53.794Z",97718,"Airtime","Bank Transfer"
"ad2f3efa-4faf-4ce1-a79f-365dd7427c24","ee6c1a61-ed5e-4dd5-928b-af132079eb24","2026-05-25T09:33:14.877Z",71842,"P2P Transfer","Cards"
"a7c9ee1f-0e2f-4dfc-ada6-b079b3fe7fe7","da9926cf-cff7-412c-98ca-97711411b81e","2026-05-25T08:06:12.113Z",100374,"Utility Bill","Cards"
"2c346a34-4242-409a-807c-6897c87bb6e8","fb771e7a-51fd-4c6d-83eb-def2dc065b0b","2026-05-25T04:31:37.044Z",78530,"P2P Transfer","Cards"
"0ae3414c-4028-448c-9235-4a9787bb6445","058063eb-0c8d-4e12-aa4a-2e5b0e683ea6","2026-05-25T03:01:39.867Z",67419,"Airtime","Cards"
"dc45650b-efe3-4765-8c69-80683e27a483","fd9f268b-0358-42cc-8827-69ceb0ff142f","2026-05-25T05:09:41.462Z",41659,"Airtime","USSD"
"09eddfc9-1c07-4081-8de2-cae1053547d9","f5f31ac8-4c2e-475a-838c-76ebf582ed91","2026-05-25T11:40:49.298Z",129347,"Utility Bill","USSD"
"d0231779-406b-43fe-9bac-e1419e598e66","8badb1f6-6b2a-4c82-9a56-a92a3fc49ff4","2026-05-25T10:25:24.445Z",76623,"Betting Wallet Top-up","Bank Transfer"
"cf064b2c-c73e-43bf-8add-1863b178f3be","0e3a150c-9cfb-4671-8138-e622a16ef744","2026-05-25T03:23:42.911Z",10829,"Betting Wallet Top-up","Bank Transfer"
"363769ce-8805-40ee-b584-5d82ce4812e2","9e55d35c-02e8-4daf-ac94-86c6e0c48a27","2026-05-24T15:38:26.837Z",71069,"P2P Transfer","Cards"
"10db4599-e406-44d2-8aea-58c79f9bca35","1874233c-8900-4f3e-ab46-892000f668c2","2026-05-25T09:54:58.460Z",133767,"Utility Bill","USSD"
"c2c789ee-a1e4-46fd-9505-fa5cfc7a1f1a","53eac481-f4ec-41bf-afca-34efcd225a81","2026-05-24T19:51:55.935Z",30506,"Betting Wallet Top-up","USSD"
"7cf32597-ac03-4992-8ecd-1bc1e06ddf34","df2d7071-8690-4536-8a66-25e1c3f99164","2026-05-25T06:50:20.312Z",122841,"Airtime","Cards"
"cb21d8c3-d9bc-485d-ad0c-007f8b2f4269","83191fc9-6de8-4b27-a64b-168489b1ebe4","2026-05-25T13:29:17.706Z",125708,"P2P Transfer","Cards"
"0410687b-8a5f-467c-a1b3-14bc7c74c70a","d10eb104-f4ff-49a9-b467-ff3cb80ead15","2026-05-24T23:58:34.167Z",75205,"Airtime","Cards"
"2ee5d13f-c0b6-47c1-9bcc-50bed4f81f26","580426e9-af7b-4d0b-baed-77458ffb736a","2026-05-25T07:02:48.472Z",84124,"Utility Bill","USSD"
"ec45ac66-5a6d-4a65-b57d-dd0e7f93aaa6","fc5e3fb0-2e61-4a3a-a323-41fd5bed02ce","2026-05-24T23:03:21.597Z",83561,"Betting Wallet Top-up","Bank Transfer"
"3cdb22a8-69ff-445d-a6a3-f3391e23bfe2","b3a2ecf5-7e91-489b-9f61-696ca184d101","2026-05-24T18:02:17.236Z",43371,"P2P Transfer","USSD"
"385efe33-f916-4120-9b82-6950eba5cb46","6433ad42-6aa0-4fee-9158-7a44cbe425c2","2026-05-24T15:51:25.304Z",149197,"Utility Bill","Cards"
"f768a282-8c43-4c9b-bc07-60d06cb5d78c","1157f1c7-f2b3-4320-b4f3-06331c9c9978","2026-05-24T17:39:12.308Z",101417,"Utility Bill","Cards"
"6d6dd0ec-77a5-48aa-8fa8-27a10e993796","c9f467d0-b023-4ec6-85c1-c5eb79aa7b83","2026-05-25T07:46:45.814Z",46818,"Airtime","USSD"
"a9e89335-ca6f-4433-a48d-d49de449ee76","d8445e88-fc3a-4265-9b07-9712462fd6a6","2026-05-24T23:46:18.340Z",52938,"P2P Transfer","Cards"
"e1b11db0-94be-4b5b-af61-76f09041233f","50b9f30e-49bd-45ad-9468-7d6567b0c869","2026-05-25T00:49:29.273Z",59479,"Betting Wallet Top-up","Bank Transfer"
"a81473fc-7892-4daa-886c-84ee578169a3","7572ae20-4a19-4a3c-8514-780819f057b9","2026-05-24T20:37:59.180Z",124625,"Betting Wallet Top-up","Cards"
"40437fa9-6e12-473f-a64f-7eb7b58b56d8","36409050-331f-47a4-83f0-2f4e73c40783","2026-05-24T19:14:30.954Z",61421,"P2P Transfer","Bank Transfer"
"c7af743d-4d5d-42b7-89d0-b99adb7e26e4","6cf80bb6-f75f-4942-ac62-4ab33a3ef537","2026-05-24T19:48:48.500Z",22340,"P2P Transfer","USSD"
"e548b173-3185-4eca-a2e6-283c6c618186","1cf27a72-61fc-4cb5-96bf-d63ba33eba97","2026-05-24T15:13:22.543Z",131764,"Betting Wallet Top-up","Cards"
"67e99659-05b4-4c8d-9221-46e02c60bdbf","b43d2dd5-9c17-44e2-a9cc-441f31366f16","2026-05-24T17:56:01.663Z",84915,"Betting Wallet Top-up","USSD"
"db92b973-7b94-4374-9927-786a0c83c118","c1b0edaa-cb25-4c3b-b31d-b5e023c1aca5","2026-05-24T20:25:15.166Z",114234,"Betting Wallet Top-up","USSD"
"5eac10cf-0355-4b96-8e8d-dea6bba6ba09","1aa478cb-e11b-4dcf-ae28-dd7b549e37d8","2026-05-25T09:48:29.636Z",87268,"Airtime","USSD"
"10a44895-abd4-44cb-ada8-8a1359eb91ee","b08abe25-de61-4569-b63a-668286966623","2026-05-25T14:03:26.894Z",9327,"Betting Wallet Top-up","Bank Transfer"
"50e85699-3191-4ab3-b4ca-8912075b7c7d","77e9259f-78f5-4cae-92b2-7681234ec236","2026-05-25T10:54:13.866Z",26071,"P2P Transfer","USSD"
"384324d8-5a53-4c4b-950d-8821b81842e2","c1f75aa9-36d7-4b8c-a0d8-c8dadc5ac9f9","2026-05-24T18:24:28.420Z",145103,"Airtime","Cards"
"f87f99ca-52a0-44b6-bace-d9f3bde7c19b","a6d4e715-2ac1-402a-a854-b6a1f0233c7d","2026-05-25T00:15:52.929Z",80564,"Betting Wallet Top-up","USSD"
"75e3fac1-546f-4b89-8778-f38968be9ebd","dfb8f989-8da6-4751-a19a-db099c192c7d","2026-05-24T15:41:46.492Z",53572,"Airtime","USSD"
"b22ea5dd-9896-4a60-a5cb-395ba6c35c4f","82d840b3-38b9-4b73-a43b-d7a36cd108ad","2026-05-25T09:47:06.865Z",94149,"Betting Wallet Top-up","Bank Transfer"
"df12c319-c50d-42cc-87f1-cfd85929ad32","05db8e2d-2647-40d5-a175-5177952cedb1","2026-05-25T02:39:27.980Z",34243,"Betting Wallet Top-up","Cards"
"21fa6a95-b063-4393-9e63-17ff41a7116d","e6947b63-886e-40a1-b7c5-48352951ef6e","2026-05-24T23:29:44.821Z",29490,"Utility Bill","Bank Transfer"
"23fe4736-d34e-4907-91e9-bb9705eb8571","a07ecf39-1ece-4c0c-b5e9-5079efe1c8e3","2026-05-25T07:53:42.662Z",121532,"Utility Bill","Bank Transfer"
"b4b87e04-3d24-4563-a8b5-6b88e5479814","ac1d445a-532f-4b04-b0c6-d9826facc1c6","2026-05-25T03:46:05.397Z",126104,"P2P Transfer","Cards"
"a60e8974-938d-49d5-8a6c-2bef83ac2be6","dbbe10d5-44dd-4bf8-af54-f660d4704fd3","2026-05-24T18:59:57.516Z",96552,"Betting Wallet Top-up","Cards"
"54701987-3169-415c-9c5f-76a8d20f93b0","f5df39cb-2665-4663-a98a-7c58c5de8f69","2026-05-24T21:57:04.683Z",126519,"Utility Bill","Bank Transfer"
"edcbc5e3-8271-45e5-bc2f-afd4b4266070","2b28a5df-0682-4ef3-bf28-fc2c47b10d0b","2026-05-24T23:03:49.018Z",84829,"Betting Wallet Top-up","USSD"
"e40a93cc-7124-418d-a587-b318adf30622","3de55e69-58d5-476a-8e97-f475c71cfc75","2026-05-24T20:12:46.740Z",103558,"P2P Transfer","Cards"
"b25aa961-b5ae-4b31-8529-f9873ce977c1","2bb868a5-a9d7-4f9f-93ca-1c50cbee85a5","2026-05-25T12:08:55.833Z",87936,"Utility Bill","Bank Transfer"
"80da1a43-5ac8-4985-8e55-3fd0fdedcfab","9b961134-e5c8-446a-828b-97d046f1a1c8","2026-05-25T03:17:49.074Z",76343,"P2P Transfer","Cards"
"152722c0-94f8-4f80-92ea-236d8cc4b609","6796228f-2a34-48d7-b2a5-c02e08bb83bf","2026-05-25T10:28:06.921Z",85498,"Airtime","Cards"
"99ef6d53-4637-41a3-8437-4bc306a2a640","d996cb57-bda0-4420-81e8-39ee125a1ed6","2026-05-24T17:33:44.687Z",126514,"P2P Transfer","USSD"
"fe9d45ef-72df-4ee9-92f4-d7baafcb41f9","efb103af-6666-4ddd-b89a-6ec27218c06f","2026-05-25T09:12:51.048Z",6609,"Utility Bill","Bank Transfer"
"86816bfb-0a0d-42f5-bbd1-fddfba6d435c","9bfc5962-16e0-4a5b-a6bd-3a1d3157d327","2026-05-24T17:35:40.986Z",13826,"Airtime","Cards"
"52114cec-7f74-4939-95f1-cf6ce18ade72","d09734b8-6347-4b5d-b21f-69d8e53529b0","2026-05-24T19:54:03.990Z",147343,"P2P Transfer","USSD"
"feb1989d-8c02-47b7-9b4d-77432d1e7503","8f716b88-41ae-4599-8b89-dfc8384296bf","2026-05-25T02:30:15.473Z",70789,"P2P Transfer","Bank Transfer"
"5f57fc55-ca9d-4bb2-91e3-df6e2296b854","857e1c92-11fa-4d71-b21d-ab68c1b3f600","2026-05-25T06:49:44.753Z",149004,"Utility Bill","USSD"
"132b61b0-ae8b-451c-bd81-0c721fe434f8","c862d89a-c46e-4fc3-ba3e-e29790ccc1ff","2026-05-25T12:17:43.745Z",57419,"P2P Transfer","Bank Transfer"
"d5e3e576-fcda-41a1-980a-5c9fd6bdab27","bf3efd9f-d351-4b73-865e-0f5ea75763e7","2026-05-24T19:46:14.935Z",100668,"P2P Transfer","Bank Transfer"
"efa3f01b-a78f-4c2a-adcf-5cd8107daf50","3ff226e3-97d9-4ff8-a953-39e22f2f8edf","2026-05-25T12:40:39.264Z",25153,"Utility Bill","USSD"
"ba34d258-e31e-407a-9831-27ecc786067d","994e43bd-6903-44b5-861b-0e5af20c3c38","2026-05-25T07:19:30.934Z",8802,"P2P Transfer","USSD"
"8305fc2f-87c4-41f1-a9c4-09930f5443bf","1a86f226-acd3-47e1-b2f9-0f0294fbed2c","2026-05-24T20:25:34.755Z",133248,"Airtime","Bank Transfer"
"7ba12032-fe3e-4492-b95a-a86b6131ed19","65b5c174-754f-4cdf-8c9e-c974756e018e","2026-05-24T22:18:32.117Z",75238,"P2P Transfer","USSD"
"4b28dc82-39a9-4754-8072-af43419e6ab5","11ba14af-2dee-4a6e-8efd-ba86bf075be0","2026-05-24T19:07:14.328Z",128026,"P2P Transfer","Bank Transfer"
"2a070801-9082-441d-aca8-4972659233bd","b6e2c258-be4f-45a2-8399-a9e51461c366","2026-05-25T02:46:50.120Z",44735,"Utility Bill","Bank Transfer"
"0d73c1c0-2f1e-415a-a305-f4035df419f3","c19b124b-cc48-40ee-b8b0-9ff698928f7b","2026-05-25T13:03:25.922Z",115751,"Betting Wallet Top-up","Cards"
"b19abeb6-016e-452c-98d1-ca53393303d1","d69abdd2-1e69-492c-88b4-f8a1a5ff6af7","2026-05-25T01:51:37.791Z",82604,"P2P Transfer","USSD"
"2c3c8278-8cbc-4cb3-9bab-55885b88d101","74a17bae-fc82-49a0-810b-8a2e114e06d4","2026-05-25T03:18:43.757Z",119278,"Utility Bill","Bank Transfer"
"b606f920-344c-4e00-8fa8-55275ca637c0","6bc81f2f-2789-4acf-a21a-82c4d26d517e","2026-05-25T02:56:57.917Z",122880,"Utility Bill","USSD"
"219dee5a-bfec-483c-a1ad-9d2991b5a364","65c3f413-7454-4703-b9db-06b53f88b939","2026-05-25T04:54:07.490Z",39967,"Betting Wallet Top-up","Cards"
"bae3edb0-059a-42f8-bd1f-cf63aedddb7f","3c1f362e-2429-44f8-b447-d36a1d2a92b5","2026-05-25T02:59:16.810Z",93015,"Betting Wallet Top-up","Cards"
"f47acd46-f7ca-48d4-948e-ce5cc4c358ae","1549a81d-abf5-413a-9526-b5afa3f22c05","2026-05-25T09:24:52.618Z",57181,"Utility Bill","Bank Transfer"
"8bb6e348-f8d9-460d-b935-693a7d7a9165","0eb6cbc3-2f34-493e-a0aa-95c20b385db1","2026-05-25T08:09:27.414Z",112427,"Betting Wallet Top-up","Cards"
"791646a6-6860-4f95-84b2-e65a9795afd0","5435172e-1627-46aa-b38c-0fb3a7ee10df","2026-05-24T20:34:06.515Z",82350,"Betting Wallet Top-up","USSD"
"ce8d4c2a-fa64-4a72-9cdd-777657c55054","f80c6057-2bdb-4d2f-8af1-a50547354def","2026-05-25T06:28:59.690Z",36736,"Utility Bill","Cards"
"3619b316-bf62-4ed8-81da-02e3b7ef5c92","fefa270d-291c-428a-a7b8-f8b22ae89392","2026-05-24T20:12:45.843Z",137211,"P2P Transfer","Bank Transfer"
"906bd540-a31c-4f9a-9236-133f4e4d0d9c","50e0579d-49b4-4f69-8450-e78912264154","2026-05-25T00:25:00.611Z",77523,"Airtime","Cards"
"3d6b9cd9-c6e7-47a5-97ba-8ffa88580312","b99cdfe3-e2bd-4285-9fd1-156f466e73cb","2026-05-25T08:52:11.233Z",69341,"Betting Wallet Top-up","Cards"
"638b64f2-a4c2-456e-a072-2fd67b16b2c3","c1e50bb4-c2d1-4f02-be18-85b6225915b3","2026-05-25T13:52:41.946Z",135523,"Utility Bill","Bank Transfer"
"44e8e6ba-2eb6-4e0e-9767-486162b1a613","f812ad56-9f7b-42ed-88a9-cf8f91ceaed1","2026-05-24T16:07:56.271Z",97096,"Utility Bill","Bank Transfer"
"ca729f68-8319-448a-bc10-f1ca5450104c","bd690235-0f7b-4b94-be87-2a97d566c689","2026-05-24T16:29:04.852Z",126654,"Airtime","Cards"
"5eae7a36-9a1c-4234-81c0-16de5991e787","f5b986b3-149f-4588-9602-ee37e30b60a4","2026-05-24T22:05:23.262Z",51575,"P2P Transfer","Cards"
"bd96fb09-9578-4448-b644-89b94a2f1978","a32bf80e-f54f-4403-9985-7b4431d9956a","2026-05-24T16:00:22.093Z",16616,"Utility Bill","Cards"
"02619404-ea80-43ed-b633-9328a9d3a327","17d6cc23-aefb-4e50-b047-4879a78a0107","2026-05-25T14:28:59.891Z",77588,"Utility Bill","Cards"
"a8d58070-312a-47e8-82ec-a337c291bf1f","b581b3c3-babf-4b72-ba02-7453f173a32e","2026-05-24T17:17:44.901Z",57109,"P2P Transfer","Cards"
"1fffb8c2-20a9-4e7c-91e6-3e458269c827","bc018941-9fb8-4469-b1f6-9a112a7bdf29","2026-05-25T08:07:39.488Z",137733,"P2P Transfer","USSD"
"384ea4f0-ccde-4ab9-baf4-4c911fea7924","76b2ba36-a2b3-45ea-8145-971f42390ee1","2026-05-25T04:08:32.504Z",128843,"Utility Bill","Bank Transfer"
"d52419b1-881c-4283-837b-d1961d5eb77b","586d2885-efcd-4971-9908-777a8c237039","2026-05-25T00:53:57.540Z",145516,"Betting Wallet Top-up","Cards"
"5c443730-7ecc-42fe-bcce-8bdd74ac1765","32e0a765-1a2f-483d-8cc2-22c81cc9b43b","2026-05-24T15:57:20.433Z",128992,"Airtime","Bank Transfer"
"3ae41a55-c8e8-4792-a01a-5fdd52f4d56d","50dc3877-73ae-4419-aede-5fe95ae89b01","2026-05-25T13:21:45.247Z",16460,"P2P Transfer","Cards"
"c3776ba1-6482-4320-8f1c-77929bec0155","f4892c1a-6720-4918-930d-c23f12e5014e","2026-05-25T11:32:12.525Z",84178,"Airtime","USSD"
"9653f5e8-d4c5-479f-801e-24d1faf1fe54","eff029ed-412a-4581-9d64-4d169191a169","2026-05-25T07:00:08.888Z",90807,"P2P Transfer","Cards"
"a222d28c-d8aa-434d-b981-7d8b7e8fc19e","3b612b04-5792-4141-97af-95bfb555c0b3","2026-05-24T19:52:02.854Z",99953,"P2P Transfer","USSD"
"0c4a3326-3030-460d-aeb9-d7872053c666","8d1d8557-283a-4a47-a59d-6b46506be5e7","2026-05-25T03:06:02.571Z",136312,"Betting Wallet Top-up","Bank Transfer"
