user_id,signup_date,location,signup_channel,age_group
"1b6b0aab-d573-4961-8514-ac89642901a7","2025-04-29T11:45:10.637Z","Kano","iOS","35-44"
"de3ee89f-3711-4b19-8057-da06cde6d04f","2025-11-15T22:57:59.052Z","Ibadan","iOS","45+"
"6b0a7df7-3f7b-410f-8274-ec52f1a74ff3","2025-10-30T05:53:02.926Z","Benin City","Android","35-44"
"99d085cd-90b8-4efc-a463-8ec0cfc94dd5","2025-06-19T06:39:31.529Z","Benin City","iOS","18-24"
"eee772e3-5eb1-4fad-8c91-5dbaf0244ea4","2025-08-13T02:27:25.241Z","Benin City","iOS","35-44"
"5073c2e7-8af0-46e5-83e0-279212236d09","2026-03-26T22:14:14.474Z","Jos","iOS","25-34"
"ebf8d9ea-2855-41b7-b7fb-805484de4fdf","2025-01-29T06:19:03.909Z","Benin City","Android","25-34"
"ff823a12-725b-4318-bb39-431891ee4373","2025-11-30T10:47:23.075Z","Enugu","Web","25-34"
"852860dc-a3dd-4642-bdbe-a351a4282674","2025-03-07T15:21:48.828Z","Enugu","Web","18-24"
"ce9e63e1-232c-4acf-9fc4-ed827796fe76","2026-02-26T00:55:25.036Z","Port Harcourt","iOS","25-34"
"5302c0c6-7575-457c-b78b-3e9afe0fc77e","2025-03-14T22:37:09.055Z","Abuja","Android","25-34"
"c500876c-6d80-425c-ae1e-256b55c5407d","2025-06-29T14:20:14.286Z","Kano","Android","18-24"
"4996b3d6-5d0c-47ef-b307-4531271b4777","2024-10-24T10:11:28.813Z","Kano","Android","35-44"
"373a52f6-7210-4d2e-abd4-6b830c4279e9","2024-12-29T01:39:02.939Z","Kaduna","Android","18-24"
"46cd90d0-3229-49e6-916e-dc0a3225472e","2025-10-02T02:22:57.782Z","Abuja","Android","18-24"
"160005be-f0a9-442f-b443-5a8a28b0ee04","2024-11-20T06:31:29.002Z","Jos","Web","45+"
"091401e3-aa15-4bec-8639-829a92708465","2025-11-26T19:15:09.925Z","Port Harcourt","Web","35-44"
"eec8aeb3-0bd3-4565-a598-47edeac45b35","2025-09-23T21:28:18.609Z","Ibadan","Android","45+"
"6524c43e-7cd1-4e4d-8a9e-f0c802c1aae7","2025-08-14T02:31:19.776Z","Jos","iOS","18-24"
"2381725d-03b5-4a0a-92f7-a28757654a2f","2024-09-26T14:24:40.539Z","Kaduna","iOS","25-34"
"47a1b9e0-ceaa-469b-8b3a-9a9f925a5049","2024-07-13T13:30:33.246Z","Ibadan","iOS","18-24"
"6c9a7e55-9bfd-4bfd-b90b-1d52521717cc","2026-03-12T05:48:24.177Z","Ibadan","Android","45+"
"03439974-8c33-41ca-a815-057932fdc1c4","2026-04-25T02:20:02.745Z","Ilorin","iOS","35-44"
"a89e5ca0-5775-406f-bc5f-caed85ce18a2","2025-08-30T11:10:26.318Z","Port Harcourt","iOS","35-44"
"bbe2094b-7f4c-4a21-8106-be6df31794cb","2025-06-28T13:05:02.767Z","Kaduna","Web","25-34"
"36103dcf-9174-4a9f-8097-8b3eae7be751","2026-03-10T19:55:18.623Z","Kaduna","Android","18-24"
"d08c0b21-70a8-42e1-a9ff-fa218e4ff1a3","2024-09-07T06:43:06.449Z","Kano","Web","18-24"
"01641caa-c6c4-4561-8d4f-e13b09734f18","2025-12-06T21:11:57.585Z","Jos","iOS","25-34"
"c27685e4-ced2-4c90-956e-8d88d092d815","2025-10-13T10:15:31.707Z","Abuja","Android","35-44"
"1df65b95-c180-4e0f-a1f7-2c3f9538c9fe","2025-07-03T09:06:39.743Z","Jos","iOS","18-24"
"39878fd5-00e2-41de-a6de-a84d225fd9fd","2025-08-14T12:28:30.107Z","Ibadan","Android","18-24"
"81b7f4c3-a56d-420b-801a-653731c0bbe2","2024-09-24T08:29:10.814Z","Benin City","Web","45+"
"b171a9f3-6480-4737-993a-2bb4a68430e6","2025-06-18T14:49:59.378Z","Kaduna","iOS","18-24"
"bc8d7d75-0c43-4a70-9559-c499f0953b04","2025-05-28T04:50:00.215Z","Kano","Android","45+"
"7e0544f6-20f9-4ca7-9eb1-9ecec598b77f","2026-03-11T11:19:49.665Z","Enugu","Web","18-24"
"5c2e6d8d-4fb3-4445-828f-ebc1277aa6f3","2025-02-02T21:48:48.868Z","Ilorin","Web","18-24"
"c7073969-fea1-4c05-9160-173c600728ed","2025-02-15T16:40:46.624Z","Ilorin","iOS","35-44"
"f5c93bd1-1e59-4de0-a65e-93d3c53659a3","2025-05-02T03:29:26.827Z","Port Harcourt","Web","18-24"
"822bd22c-9b7c-4e07-bd83-f88fa6ded969","2026-03-21T00:33:24.797Z","Benin City","Android","18-24"
"542c0ff7-b146-44f3-a0b7-70830f19658b","2025-08-06T19:01:13.427Z","Ibadan","iOS","18-24"
"8c9d25bf-81ea-4b24-b932-48acad452d4c","2024-12-03T21:30:14.122Z","Lagos","Android","18-24"
"0e1bc54f-76a4-4207-83a9-704f8ee48679","2025-12-04T23:32:52.031Z","Kano","Web","45+"
"d6a6b06f-cec4-42cd-8024-b57a215fe8ab","2024-12-14T17:53:55.476Z","Ibadan","Web","45+"
"e894c766-e476-49ea-ac94-8054454953ed","2025-12-24T08:42:09.280Z","Enugu","Web","18-24"
"5cb3d490-50c2-4799-bc3e-d1cb764bc3ae","2025-12-18T09:51:20.099Z","Kaduna","Web","18-24"
"da345cf6-5053-45d8-acbc-e12f877674f8","2025-06-24T13:20:36.279Z","Lagos","Web","45+"
"815fc5ab-449a-478d-a3f3-66067637bc0e","2025-01-04T17:30:20.995Z","Abuja","iOS","35-44"
"d2111e9e-d175-42ac-9ebf-832e603992a8","2026-03-19T06:29:16.679Z","Ilorin","iOS","25-34"
"05ad2fbf-e7ab-4d16-9e31-cd47ca5f8e20","2025-08-09T03:37:52.490Z","Benin City","Web","25-34"
"ee6c1a61-ed5e-4dd5-928b-af132079eb24","2025-08-14T03:42:36.272Z","Lagos","Android","45+"
"f61cb1c1-d54e-42ab-bd97-03f78f4a1d48","2026-03-15T05:41:34.447Z","Lagos","iOS","25-34"
"da9926cf-cff7-412c-98ca-97711411b81e","2025-11-02T14:07:22.499Z","Benin City","Web","35-44"
"404a2cd4-d9a6-44bd-9557-40ef5d9f1629","2026-01-22T20:08:21.514Z","Kaduna","Web","18-24"
"33c6b55f-47a9-40d2-8b37-280167a593ab","2025-11-25T01:04:54.138Z","Ilorin","Android","18-24"
"fb771e7a-51fd-4c6d-83eb-def2dc065b0b","2026-01-29T07:30:44.937Z","Enugu","Web","45+"
"058063eb-0c8d-4e12-aa4a-2e5b0e683ea6","2024-10-29T15:27:03.467Z","Abuja","Android","25-34"
"fd9f268b-0358-42cc-8827-69ceb0ff142f","2025-05-27T14:49:42.633Z","Kano","Android","45+"
"f5f31ac8-4c2e-475a-838c-76ebf582ed91","2025-11-13T13:11:52.752Z","Abuja","iOS","25-34"
"8badb1f6-6b2a-4c82-9a56-a92a3fc49ff4","2026-05-08T01:47:44.297Z","Jos","Android","45+"
"0e3a150c-9cfb-4671-8138-e622a16ef744","2025-04-29T13:15:46.345Z","Abuja","Android","45+"
"9305d043-a7e6-4186-8ab5-dd3ab506415e","2024-08-09T22:53:27.776Z","Enugu","Android","18-24"
"9e55d35c-02e8-4daf-ac94-86c6e0c48a27","2026-04-06T11:03:36.467Z","Ilorin","Android","25-34"
"d76e5fd6-9e6c-447d-93a1-defd95f910bb","2026-04-10T02:46:47.409Z","Benin City","Android","35-44"
"1874233c-8900-4f3e-ab46-892000f668c2","2024-07-23T06:22:11.761Z","Enugu","Android","25-34"
"53eac481-f4ec-41bf-afca-34efcd225a81","2025-12-01T23:35:43.843Z","Ilorin","Android","18-24"
"df2d7071-8690-4536-8a66-25e1c3f99164","2025-10-05T20:42:50.994Z","Enugu","Web","45+"
"83191fc9-6de8-4b27-a64b-168489b1ebe4","2025-07-19T14:29:59.425Z","Benin City","Web","25-34"
"d10eb104-f4ff-49a9-b467-ff3cb80ead15","2024-08-17T02:57:23.960Z","Benin City","Web","25-34"
"580426e9-af7b-4d0b-baed-77458ffb736a","2025-02-21T02:02:51.864Z","Jos","Web","45+"
"fc5e3fb0-2e61-4a3a-a323-41fd5bed02ce","2025-11-25T17:47:28.763Z","Lagos","Android","18-24"
"b3a2ecf5-7e91-489b-9f61-696ca184d101","2024-08-01T18:39:34.928Z","Enugu","Android","25-34"
"6433ad42-6aa0-4fee-9158-7a44cbe425c2","2025-09-23T10:26:27.322Z","Benin City","iOS","25-34"
"69683d09-ac3f-4ccb-a081-3235e6072e8b","2025-01-19T05:07:19.823Z","Abuja","Android","45+"
"a57cea02-4ab8-4f2e-8fd4-a56880e69ed0","2024-08-08T19:18:38.211Z","Enugu","iOS","45+"
"1157f1c7-f2b3-4320-b4f3-06331c9c9978","2024-07-13T13:06:52.335Z","Kaduna","iOS","45+"
"75ca011b-d49c-4abf-b031-4f3bc225bcb3","2025-10-27T18:58:26.481Z","Jos","iOS","35-44"
"c9f467d0-b023-4ec6-85c1-c5eb79aa7b83","2025-06-06T03:22:24.579Z","Ilorin","Android","18-24"
"d8445e88-fc3a-4265-9b07-9712462fd6a6","2026-04-18T07:08:26.702Z","Lagos","Web","35-44"
"50b9f30e-49bd-45ad-9468-7d6567b0c869","2025-12-15T22:09:53.872Z","Jos","iOS","18-24"
"7572ae20-4a19-4a3c-8514-780819f057b9","2025-01-05T07:24:51.961Z","Ibadan","Web","35-44"
"a73e7791-bb51-4e6f-ac1f-b0f86223fec9","2024-08-09T10:29:59.498Z","Abuja","iOS","18-24"
"36409050-331f-47a4-83f0-2f4e73c40783","2026-02-23T15:32:30.274Z","Port Harcourt","iOS","25-34"
"6cf80bb6-f75f-4942-ac62-4ab33a3ef537","2024-10-27T07:52:30.962Z","Abuja","Android","25-34"
"1cf27a72-61fc-4cb5-96bf-d63ba33eba97","2025-12-30T08:48:18.511Z","Lagos","Android","18-24"
"18b32f21-a14e-4d5e-ae96-da056890023a","2025-09-24T10:43:21.540Z","Lagos","Android","45+"
"b43d2dd5-9c17-44e2-a9cc-441f31366f16","2026-02-05T01:41:19.131Z","Abuja","Web","45+"
"0aac876c-314a-4459-b3ed-ad3c5c88cd9b","2024-12-23T08:24:59.475Z","Enugu","Web","45+"
"3a698c7e-d834-4b8a-8933-8b29bd711dcf","2024-06-14T23:58:26.168Z","Ilorin","Android","25-34"
"c1b0edaa-cb25-4c3b-b31d-b5e023c1aca5","2025-04-17T08:38:49.446Z","Ilorin","Android","18-24"
"1aa478cb-e11b-4dcf-ae28-dd7b549e37d8","2025-12-09T15:12:33.690Z","Lagos","Android","35-44"
"b08abe25-de61-4569-b63a-668286966623","2026-04-08T07:54:39.204Z","Kano","iOS","25-34"
"77e9259f-78f5-4cae-92b2-7681234ec236","2026-04-21T12:10:18.509Z","Ilorin","Android","35-44"
"c1f75aa9-36d7-4b8c-a0d8-c8dadc5ac9f9","2025-02-10T09:56:10.634Z","Jos","Android","25-34"
"a6d4e715-2ac1-402a-a854-b6a1f0233c7d","2024-12-07T02:25:05.402Z","Benin City","Web","35-44"
"dfb8f989-8da6-4751-a19a-db099c192c7d","2026-03-30T18:02:37.459Z","Lagos","Web","18-24"
"996c261b-4e51-4529-8f8a-f33506576c55","2025-12-18T14:05:46.192Z","Enugu","iOS","25-34"
"82d840b3-38b9-4b73-a43b-d7a36cd108ad","2026-03-17T20:46:16.417Z","Ilorin","Web","25-34"
"05db8e2d-2647-40d5-a175-5177952cedb1","2025-10-19T14:53:33.332Z","Port Harcourt","iOS","45+"
"e6947b63-886e-40a1-b7c5-48352951ef6e","2025-06-25T17:52:31.248Z","Abuja","Android","18-24"
"a07ecf39-1ece-4c0c-b5e9-5079efe1c8e3","2025-10-17T18:11:27.749Z","Port Harcourt","Web","35-44"
"ac1d445a-532f-4b04-b0c6-d9826facc1c6","2024-12-27T21:14:10.793Z","Lagos","iOS","35-44"
"dbbe10d5-44dd-4bf8-af54-f660d4704fd3","2025-01-08T10:42:57.426Z","Enugu","Web","25-34"
"f5df39cb-2665-4663-a98a-7c58c5de8f69","2024-12-04T20:41:04.640Z","Enugu","Android","45+"
"2b28a5df-0682-4ef3-bf28-fc2c47b10d0b","2024-08-28T12:38:40.238Z","Ilorin","Web","25-34"
"3de55e69-58d5-476a-8e97-f475c71cfc75","2025-04-13T08:47:05.510Z","Benin City","Android","25-34"
"2bb868a5-a9d7-4f9f-93ca-1c50cbee85a5","2024-08-05T03:04:07.209Z","Ilorin","iOS","45+"
"cc472a85-36c3-4a61-a37a-fd56e97890ba","2025-05-14T18:38:04.326Z","Kano","Web","25-34"
"4d76ab55-879e-4c96-a9a0-3a718f5efe06","2025-11-09T03:06:38.521Z","Enugu","iOS","45+"
"be0cedb0-1017-4df4-acf1-72707cb3a8eb","2025-05-16T08:38:36.658Z","Kano","Web","35-44"
"9b961134-e5c8-446a-828b-97d046f1a1c8","2025-09-30T20:09:51.136Z","Abuja","Web","18-24"
"6796228f-2a34-48d7-b2a5-c02e08bb83bf","2025-05-20T15:59:13.177Z","Jos","Android","45+"
"8c92ffe9-c6ba-4b90-b617-9640f7f5daa9","2025-07-11T15:35:25.436Z","Kaduna","Android","35-44"
"d996cb57-bda0-4420-81e8-39ee125a1ed6","2025-05-27T22:33:31.062Z","Abuja","Web","45+"
"efb103af-6666-4ddd-b89a-6ec27218c06f","2025-08-01T21:35:35.778Z","Abuja","iOS","25-34"
"409dd2b7-ad03-4de0-bb0d-3d25c0493fb2","2025-08-06T23:18:50.680Z","Kano","Web","18-24"
"dfeacbe4-fd06-4875-8d1b-27d264102fe1","2025-06-12T16:37:42.242Z","Ibadan","Android","45+"
"9bfc5962-16e0-4a5b-a6bd-3a1d3157d327","2024-09-10T03:15:15.869Z","Port Harcourt","Web","18-24"
"d09734b8-6347-4b5d-b21f-69d8e53529b0","2026-05-15T01:50:41.118Z","Enugu","iOS","18-24"
"8f716b88-41ae-4599-8b89-dfc8384296bf","2025-04-06T23:25:11.444Z","Ibadan","iOS","25-34"
"857e1c92-11fa-4d71-b21d-ab68c1b3f600","2024-07-07T14:31:13.023Z","Ilorin","Android","35-44"
"c862d89a-c46e-4fc3-ba3e-e29790ccc1ff","2026-02-28T19:23:08.074Z","Benin City","Android","35-44"
"bf3efd9f-d351-4b73-865e-0f5ea75763e7","2024-07-17T13:46:08.502Z","Enugu","Android","25-34"
"3ff226e3-97d9-4ff8-a953-39e22f2f8edf","2024-12-02T14:03:55.763Z","Ilorin","iOS","25-34"
"e37278fe-38f9-4ac8-a6aa-474bcb93bc8a","2024-06-06T23:49:34.278Z","Enugu","Android","25-34"
"994e43bd-6903-44b5-861b-0e5af20c3c38","2025-01-06T03:30:06.396Z","Ibadan","iOS","35-44"
"1a86f226-acd3-47e1-b2f9-0f0294fbed2c","2024-12-14T00:28:52.327Z","Lagos","iOS","35-44"
"65b5c174-754f-4cdf-8c9e-c974756e018e","2024-12-25T16:30:04.780Z","Enugu","Android","25-34"
"11ba14af-2dee-4a6e-8efd-ba86bf075be0","2025-05-24T05:21:20.217Z","Lagos","Web","45+"
"b6e2c258-be4f-45a2-8399-a9e51461c366","2024-09-25T05:50:11.208Z","Abuja","iOS","25-34"
"4dff8274-ff5f-4369-88d5-726d7921e8ed","2024-09-28T01:42:19.502Z","Benin City","Android","18-24"
"06f5416c-69c6-40b6-8958-613554d3720a","2026-03-13T03:15:01.651Z","Jos","Android","45+"
"c19b124b-cc48-40ee-b8b0-9ff698928f7b","2025-08-07T18:21:16.393Z","Port Harcourt","iOS","35-44"
"d69abdd2-1e69-492c-88b4-f8a1a5ff6af7","2025-10-14T09:45:55.865Z","Port Harcourt","Android","18-24"
"74a17bae-fc82-49a0-810b-8a2e114e06d4","2024-11-21T04:38:56.113Z","Enugu","iOS","25-34"
"62e72fde-a180-4d97-85a7-0964b8d8d8a6","2025-11-06T21:44:27.756Z","Ibadan","Android","25-34"
"6bc81f2f-2789-4acf-a21a-82c4d26d517e","2025-11-26T17:35:27.681Z","Ibadan","Web","45+"
"8e38255a-d91f-4c71-9b17-5bf6c5452559","2024-08-14T16:43:05.751Z","Jos","iOS","35-44"
"65c3f413-7454-4703-b9db-06b53f88b939","2025-10-25T01:26:39.902Z","Kano","Web","45+"
"3c1f362e-2429-44f8-b447-d36a1d2a92b5","2026-03-06T07:22:34.493Z","Benin City","Android","25-34"
"bda3e1d9-7c32-4ca0-98b7-d44ed6626ee2","2025-06-05T14:40:44.635Z","Enugu","Android","25-34"
"1549a81d-abf5-413a-9526-b5afa3f22c05","2025-10-31T03:05:26.792Z","Enugu","Web","35-44"
"0eb6cbc3-2f34-493e-a0aa-95c20b385db1","2025-05-01T06:13:10.650Z","Abuja","iOS","35-44"
"5435172e-1627-46aa-b38c-0fb3a7ee10df","2025-10-16T19:56:13.642Z","Lagos","Web","35-44"
"f80c6057-2bdb-4d2f-8af1-a50547354def","2025-12-18T18:27:23.050Z","Ilorin","Web","18-24"
"fefa270d-291c-428a-a7b8-f8b22ae89392","2026-02-04T19:00:22.186Z","Enugu","iOS","25-34"
"cd552d02-36cf-4b4b-89ea-019db6a7a172","2026-04-08T23:01:52.541Z","Jos","Web","18-24"
"eb7f2ea2-181b-4c34-ab3d-a1b65daf791e","2024-12-24T06:45:14.371Z","Enugu","Web","25-34"
"50e0579d-49b4-4f69-8450-e78912264154","2024-11-18T02:24:23.186Z","Benin City","iOS","35-44"
"a4ff4545-6879-4a24-bc3a-0430324fa2bd","2026-01-03T23:05:50.129Z","Benin City","iOS","18-24"
"b99cdfe3-e2bd-4285-9fd1-156f466e73cb","2025-02-21T19:11:40.734Z","Benin City","iOS","25-34"
"c1e50bb4-c2d1-4f02-be18-85b6225915b3","2024-11-26T15:55:39.784Z","Ilorin","iOS","18-24"
"f812ad56-9f7b-42ed-88a9-cf8f91ceaed1","2025-01-30T17:05:13.040Z","Port Harcourt","Web","18-24"
"bd690235-0f7b-4b94-be87-2a97d566c689","2026-05-18T11:55:01.386Z","Enugu","Android","18-24"
"f5b986b3-149f-4588-9602-ee37e30b60a4","2026-02-10T12:59:50.400Z","Port Harcourt","iOS","18-24"
"a32bf80e-f54f-4403-9985-7b4431d9956a","2026-04-07T13:46:23.868Z","Jos","Android","18-24"
"17d6cc23-aefb-4e50-b047-4879a78a0107","2026-01-20T05:50:05.775Z","Enugu","Android","25-34"
"b581b3c3-babf-4b72-ba02-7453f173a32e","2024-11-23T09:04:14.840Z","Port Harcourt","Android","25-34"
"bc018941-9fb8-4469-b1f6-9a112a7bdf29","2025-04-09T08:07:16.915Z","Port Harcourt","iOS","18-24"
"76b2ba36-a2b3-45ea-8145-971f42390ee1","2026-05-20T13:53:46.894Z","Abuja","Android","45+"
"586d2885-efcd-4971-9908-777a8c237039","2024-10-23T11:16:38.184Z","Enugu","Android","35-44"
"32e0a765-1a2f-483d-8cc2-22c81cc9b43b","2025-11-21T21:15:38.817Z","Kaduna","iOS","35-44"
"50dc3877-73ae-4419-aede-5fe95ae89b01","2026-05-03T02:39:41.944Z","Lagos","Android","18-24"
"f4892c1a-6720-4918-930d-c23f12e5014e","2024-09-14T00:13:11.289Z","Benin City","iOS","18-24"
"eff029ed-412a-4581-9d64-4d169191a169","2025-12-27T23:26:15.184Z","Kano","iOS","45+"
"3b612b04-5792-4141-97af-95bfb555c0b3","2026-05-14T09:04:49.784Z","Lagos","Web","18-24"
"8d1d8557-283a-4a47-a59d-6b46506be5e7","2026-03-23T06:08:47.042Z","Kaduna","Android","25-34"
"95f57a30-2c28-42ae-9f9f-9a9c484862dd","2024-07-25T21:14:40.560Z","Kano","Web","18-24"
"030e6e90-6181-47a0-9088-5e4bf833862b","2025-02-17T18:56:36.115Z","Jos","Web","25-34"
"4c0202bb-b2d9-49c3-91e8-3823a41b3084","2026-04-03T08:50:12.814Z","Benin City","Web","18-24"
"dae7c4df-46ee-42b5-823e-19a3ac91bdab","2025-05-23T07:37:34.613Z","Lagos","iOS","35-44"
"3ab64671-9116-471d-8675-770dfb9d7e19","2025-04-26T21:21:36.491Z","Jos","Web","45+"
"31776e06-4f68-4928-87c1-a33dc9db13cc","2025-01-21T17:51:26.053Z","Kaduna","Web","45+"
"8673ac57-a498-46d9-b648-e286b9fa27ec","2025-10-26T06:17:04.146Z","Benin City","Android","45+"
"7b13a348-2367-43e0-9901-d4d03355bb1a","2025-09-26T17:51:38.540Z","Port Harcourt","iOS","45+"
"43d9e3a5-b297-4198-bf4c-c62d097def67","2024-10-07T11:42:58.860Z","Abuja","Android","45+"
"3797a7c6-bb4c-4b25-b0f0-84d28e288888","2025-11-08T19:49:21.342Z","Abuja","Android","18-24"
"bf7a0fab-8d0f-4877-a9b0-ad2e801cebfc","2026-05-09T00:28:47.226Z","Kaduna","Android","35-44"
"e19949e4-f93c-4efa-b65f-948f9b866de3","2025-05-15T14:23:42.696Z","Abuja","iOS","18-24"
"81ca6b6d-6b49-4e28-a2a1-bd3df273cc42","2025-07-03T10:09:52.295Z","Benin City","iOS","45+"
"ff3e5859-e0a6-42a6-8d3e-0228ac0ef796","2026-04-02T03:13:20.363Z","Lagos","iOS","18-24"
"ac3580b0-b82d-4b13-8546-e8ab93fb63e8","2025-01-30T23:51:26.791Z","Lagos","Android","45+"
"3f304768-13aa-44af-ac20-a3a09325c5ec","2025-01-30T23:34:19.607Z","Enugu","iOS","18-24"
"e26e8430-d205-479d-be3d-a121866357c5","2026-04-26T12:51:26.778Z","Ilorin","Web","25-34"
"3b67f204-57d1-4974-97e6-8771e6414b87","2025-04-01T09:56:38.351Z","Benin City","Web","35-44"
"1a7adc04-f86f-43ca-8f25-1768906687f8","2025-10-21T13:22:50.098Z","Ibadan","Android","25-34"
"c9b63f27-4f11-49bf-acf2-0b76692a711d","2024-07-16T02:10:18.032Z","Lagos","Android","25-34"
"beb40b06-3872-4c3b-96a8-5407f5120a7d","2024-10-20T15:18:09.935Z","Lagos","Android","25-34"
"753652aa-dca0-4a33-841f-1bf3b4aca4df","2025-10-28T18:40:15.166Z","Lagos","Web","25-34"
"29eb8b4f-8cc0-462d-8785-8695d84af7e0","2026-03-23T14:43:06.999Z","Port Harcourt","iOS","25-34"
"d541ab92-9526-45fd-bc2e-fe4a6e928862","2025-11-15T23:17:23.720Z","Enugu","Android","45+"
"53d76ec7-7cba-4aaf-bc74-835b6225a034","2026-01-03T07:46:10.344Z","Abuja","iOS","45+"
"ca7a13f3-ee00-45cf-a151-29b5afa74cfe","2024-06-30T20:54:35.062Z","Kano","iOS","18-24"
"b8b78cd8-48bf-4243-ba01-e8b967837c0b","2025-01-09T16:09:29.528Z","Ilorin","Web","18-24"
"2ce6d790-0a08-48ae-8e75-182dcbd3ee74","2026-03-05T05:05:05.731Z","Abuja","iOS","25-34"
"53dba55d-45b7-45ac-8708-b9b628122767","2025-10-06T16:55:13.591Z","Lagos","Android","35-44"
"d8f030ea-18ac-4f6b-a908-1f02586aaea8","2024-11-22T08:52:23.120Z","Port Harcourt","Android","45+"
"e3b1b7cd-ac46-4894-be8a-01fa0daeb22f","2025-08-30T06:03:25.098Z","Benin City","Web","45+"
"2ce46ea0-f800-4c49-b246-40b0a9d88ab6","2025-10-04T11:35:00.320Z","Jos","Web","45+"
"9b372453-217f-47bb-8262-ef47e4f057be","2025-03-21T06:27:55.834Z","Ibadan","Android","35-44"
"37c50831-abc0-4159-80cc-5e32b4a50905","2025-11-14T05:42:56.011Z","Kano","Android","45+"
"b4d18a1a-e7e2-4bc5-85a1-103ce6f84748","2026-02-05T21:11:48.813Z","Abuja","Android","45+"
"4f2a4ee1-ad33-4dc5-8946-3282653d133a","2026-05-02T06:35:54.392Z","Jos","Web","35-44"
"2eea4d9e-fb55-4b21-aad1-9951c7a2e8e4","2026-03-15T19:08:27.291Z","Benin City","Web","45+"
